listing_id,title,description,listing_type,property_type,category_original,district,location,address,price_lkr,price_basis,sale_total_price_lkr,rent_monthly_lkr,bedrooms,bathrooms,land_size_perches,house_size_sqft,property_size_sqft,land_type,property_subtype,features,posted_date,deactivation_date,geo_region,is_verified,membership_level,member_since,contact_number
luxury-house-for-sale-in-piliyandala-for-sale-colombo-930,Luxury House for Sale in Piliyandala,"✅ පිලියන්දල, කැස්බෑව, කහතුඩුව, බොරලැස්ගමුව යන නගරවලට නුදුරුව, මාකන්දන පිහිටි අලුත්ම අලංකාර සුඛෝපභෝගී දෙමහල් නිවස ඉක්මනින් විකිණේ... ✅ 5 miniths to Kasbawa Junction ✅ 10...",sale,house,Houses For Sale,Colombo,Piliyandala,piliyandala,28500000.0,total,28500000.0,,4,4,7.7,2622.0,,,,,2023-01-05,2023-03-06,LK-11,true,premium,August 2019,Not mentioned in ad
luxury-rooms-available-jaffna-town-for-rent-jaffna,Luxury Rooms Available Jaffna Town,"ROOMS AVAILABLE FOR YOUR HOLIDAY TIME Rooms Available A/C Rooms and Non A/C Rooms Single Room , Double Room , Family Room Location 19 Temple Road Jaffna Between Hosp...",rent,holiday_rental,Holiday & Short-Term Rental,Jaffna,Jaffna City,Temple Road Jaffna,2500.0,per_night,,,1,1,,,,,Seasonal room,,2022-11-22,2023-01-21,LK-41,false,plus,,Not mentioned in ad
demhl-nivskvikinniimtt-aet-for-sale-badulla,දෙමහල් නිවසක් විකිණීමට - Welimada,.අමතන්න call for more details,sale,house,Houses For Sale,Badulla,Welimada,umaala,7500000.0,total,7500000.0,,2,1,37.0,650.0,,,,,2022-12-31,2023-02-25,LK-81,false,free,,Not mentioned in ad
brand-new-furnished-apartment-rent-colombo-for-rent-colombo,Brand New Furnished Apartment Rent Colombo,Fully Air Condition 1750 sqft 3 Bed Rooms 2 Attached 1 Common Bath Rooms Servant's Room and Bath Room Modern Kitchen With Pantry Hot Water Belconey Lift 24hrs Security 1...,rent,apartment,Apartment Rentals,Colombo,Colombo 3,Duplication Road Colombo 3,300000.0,per_month,,300000.0,3,3,,,1750.0,,,,2023-01-01,2023-03-02,LK-11,true,premium,May 2016,Not mentioned in ad
land-ingiriya-for-sale-kalutara-1,Land Ingiriya,"ඉංගිරිය නගරයට 900 m ක් දුරින් ""ගාල්ලෙගමින්"" සියලු පහසුකම් සහිත ව්‍යාපාරික ආයෝජනයකට හරියනම තැනක්.",sale,land,Land For Sale,Kalutara,Horana,Gallegama -Ingiriya,225000.0,per_perch,10890000.0,,,,48.4,,,Commercial,,,2023-02-01,2023-04-02,LK,true,premium,November 2015,Not mentioned in ad
architect-designed-brand-new-beautiful-house-for-sale-kesbewa-for-sale-colombo,Architect designed brand new beautiful house for sale - kesbewa .,ලක්ෂ 310 ⭕BRAND NEW LUXURY 2 STORY HOUSE FOR SALE IN PILIYANDALA KESBEWA. Situated in Batuwandara. *Architect Designed Brand new Luxury House HIGHLY RESIDENTIAL ARE...,sale,house,Houses For Sale,Colombo,Piliyandala,"piliyandala ,kesbewa .",31000000.0,total,31000000.0,,4,2,6.4,1600.0,,,,,2023-03-04,2023-05-03,LK-11,true,premium,June 2020,Not mentioned in ad
iddmk-vikinniimtt-puugodd-for-sale-gampaha-52,ඉඩමක් විකිණීමට පූගොඩ,නිස්කලංක පරිසරයකට වටිනා පොල් ඉඩම් කොටස් පූගොඩ ප්‍රදේශයෙන්.සුයලුම නේවසික පහසුකම් සහිතව වටිනා බිම් කොටසක් අපෙන් ලබා ගන්න. ✅ 225 කිරිඳිවැල-ගම්පහ බස් පාරට 100m. ✅ මණ්ඩාවල හං...,sale,land,Land,Gampaha,Delgoda,"pugoda,mandawala",220000.0,per_perch,2805000.0,,,,12.75,,,"Residential, Other",,,2022-11-10,2023-01-09,LK-12,true,premium,July 2022,Not mentioned in ad
land-for-sale-in-meegoda-for-sale-colombo-1048,land for sale in meegoda,සියලු නාගරික පහසුකම් සමගින් රන් වලටත් වඩා වටිනා ඉඩමක් මීගොඩ නගරයට ආසන්නව ⛲ ජලය. 💡 විදුලිය. 🛣 පුළුල් මාර්ග. 💶 ණය පහසුකම්. 💸 පහසු ගෙවීමේ ක්‍රම. 🛣️ තාර යෙදු මාර්ග. �...,sale,land,Land For Sale,Colombo,Meegoda,atigala road meegoda,3640000.0,total,3640000.0,,,,6.5,,,"Residential, Other",,,2023-01-18,2023-03-17,LK-11,true,premium,November 2019,Not mentioned in ad
miigmuv-kollmb-prdaan-paartt-smiipv-aell-udmmitt-supiri-neevaasik-bim-kotts-for-sale-gampaha,මීගමුව - කොළඹ ප්‍රදාන පාරට සමීපව ඇළ උදම්මිට සුපිරි නේවාසික බිම් කොටස්,ජා ඇළ උදම්මිට පර් 10 සුපිරි නේවාසික බිම් කොටස් තෙකලා විදුලිය නළ ජලය තාර යෙදු පුළුල් පාර ජලය බැස යාම සදහා සකස් කර ඇති කොන්ක්‍රිට් කාණු පද්ධති මිලියනයක් ගෙවා බිම් කොටස ව...,sale,land,Land For Sale,Gampaha,Ja-Ela,ජා ඇළ උදම්මිට,485000.0,per_perch,4850000.0,,,,10.0,,,Residential,,,2023-01-25,2023-03-26,LK-12,false,plus,January 2018,Not mentioned in ad
putupaagala-land-for-sale-for-sale-gampaha,Land for Sale - Delgada,sinnakkara oppu sahitha idama ikmanin wikineata 10 laks.adu nokeree..delgodata10km. kaduwelata 15km.kiridiwelata 15 km. land sale ekakin Gatha idamaki . wides Gatha Wana...,sale,land,Land For Sale,Gampaha,Delgoda,gampola handiyaputupaagala.. Delgada,1000000.0,total,1000000.0,,,,15.0,,,Residential,,,2023-01-20,2023-03-21,LK-12,false,free,,Not mentioned in ad
newly-built-house-for-sale-for-sale-matale,Newly Built House for Sale Matale,"Two Storied New House for Sale - 10 Perches 500m to Matale Town , 200m to Matale General Hospital THREE BED ROOMS TWO BATHROOMS TWO LIVING AREAS FOR SEPERATE FLOORS...",sale,house,Houses For Sale,Matale,Matale City,"MC Road, Matale",50000000.0,total,50000000.0,,3,2,10.0,3155.0,,,,,2023-03-05,2023-04-30,LK-22,false,free,,Not mentioned in ad
land-for-sale-meegoda-for-sale-colombo-1112,Land for Sale Meegoda,මීගොඩ ශ්‍රී සොමරත්න මාවතේ නේවාසික ඉඩමක් විකිණීමට ඇත. 🍃 මීගොඩ හංදියට1 km යි 🍃 122 හා 124 බස් පාරට 300m 🍃 මීගොඩ පොලිස් ස්ථානයට 2km. 🍃 මීගොඩ ධර්මරාජ විද්‍යාලයට කි.ම...,sale,land,Land For Sale,Colombo,Meegoda,meegoda,550000.0,per_perch,3300000.0,,,,6.0,,,"Residential, Other",,,2023-02-22,2023-04-21,LK-11,true,premium,April 2019,Not mentioned in ad
iddmk-vikinniimtt-dompee-for-sale-gampaha-9,ඉඩමක් විකිණීමට දොම්පේ,"දොම්පේ මාලිද,224 පූගොඩ කොලඹ බස් පාරට මීටර් 500ක් දුරින් වටිනා ඉඩමක් විකිණීමට , #පූගොඩ නගරයට 4.5km, #දොම්පේ නගරයට 2.5km #පර්චස් 10 බිම්කොටස්. අලුතින්ම සංවර්ධනය කල බිම්කොටස...",sale,land,Land For Sale,Gampaha,Delgoda,dompe,2400000.0,per_perch,24600000.0,,,,10.25,,,"Commercial, Residential, Other",,,2023-02-11,2023-04-12,LK-12,true,premium,May 2021,Not mentioned in ad
rajagiriya-3-bedroom-luxury-furnished-apartment-for-rent-a5644-for-rent-colombo,Rajagiriya 3 Bedroom Luxury Furnished Apartment For Rent A5644,Clearpoint - 3 Bedroom Luxury Furnished Apartment For Rent Property Code: A5644 Rajagiriya Clearpoint Residence Mid-high floor 2550Sq.ft 3 Rooms 2 Bathrooms 1 Powder R...,rent,apartment,Apartment Rentals,Colombo,Rajagiriya,Rajagiriya,590000.0,per_month,,590000.0,3,2,,,2550.0,,,,2022-12-02,2023-01-31,LK-11,true,premium,May 2016,Not mentioned in ad
kaduwela-land-for-sale-for-sale-colombo-270,Kaduwela Land For Sale,Anjana :: පාරට මුහුණලා අකර්ශණිය බිම් කොටස් :: අයෝජනයටත් පදිංචියටත් හොදම තැනක් :: පාරට මුහුණලා අකර්ශණිය බිම් කොටස් :: තෙකලා විදුලිය :: නළ ජලය :: තාරයෙදු පුලුල් මාර්...,sale,land,Land For Sale,Colombo,Kaduwela,"Biyagama Road,Kalukodayawa",360000.0,per_perch,4428000.0,,,,12.3,,,"Agricultural, Commercial, Residential, Other",,,2023-01-15,2023-03-16,LK-11,true,premium,July 2022,Not mentioned in ad
house-for-rent-in-thalawathugoda-road-pitakotte-file-no-100b-for-rent-colombo,HOUSE FOR RENT IN THALAWATHUGODA ROAD PITAKOTTE ( FILE NO 100B ),HOUSE FOR RENT IN CLOSE TO THALAWATHUGODA ROAD PITAKOTTE ( FILE NO 100B ) TWO STORY HOUSE - THIRD BUILDING FROM MAIN ROAD 22 PERCHES 3500 sqft FIVE BEDROOMS WITH THREE...,rent,house,House Rentals,Colombo,Kotte,PITAKOTTE,200000.0,per_month,,200000.0,5,3,22.0,3500.0,,,,,2023-02-16,2023-04-16,LK-11,true,premium,July 2017,Not mentioned in ad
hi170well-developed-house-is-for-sale-in-wattala-for-sale-gampaha-6,(HI170)Well developed House is for sale in Wattala,(HI170)Well developed House is for sale in Wattala Highly Residential Area Peaceful Spacious Extended area Walking Distance to kerawalapitiya Church Walking Dist...,sale,house,Houses For Sale,Gampaha,Wattala,Wattala,31000000.0,total,31000000.0,,3,1,20.0,1600.0,,,,,2023-02-13,2023-04-14,LK-12,true,premium,April 2022,Not mentioned in ad
green-land-for-sale-in-padukka-waga-for-sale-colombo-1,Green Land for Sale in Padukka Waga,🚎 වග - පාදුක්ක 239 ප්‍රදාන බස් පාරට මුහුනලා 🏛️ ව්‍යාපාරික බිම්කොටස් 🏠️නේවාසික බිම්කොටස් 🚦පින්නවල දුම්රියපලට ඉතා...,sale,land,Land For Sale,Colombo,Padukka,"Padukka, Waga",300000.0,per_perch,3300000.0,,,,11.0,,,"Commercial, Residential, Other",,,2023-03-08,2023-05-07,LK-11,false,premium,February 2023,Not mentioned in ad
bnnddaargm-kidelpittiy-paaren-iddm-for-sale-kalutara,බණ්ඩාරගම කිදෙල්පිටිය පාරෙන් ඉඩම,හිරණ කිදෙල්පිටිය පාරෙන් සියලුම සංවර්ධන කටයුතු වලින් පරිපූර්ණ පොලී රහිතව ටික ටික ගෙවන්න අමතන්න,sale,land,Land For Sale,Kalutara,Kalutara City,බණ්ඩාරගම,495000.0,per_perch,4950000.0,,,,10.0,,,"Commercial, Residential",,,2023-01-23,2023-03-24,LK,false,premium,July 2021,Not mentioned in ad
house-for-rent-in-badulla-for-rent-badulla-178,House for Rent in Badulla,House for rent in Badulla at Badulla Kandy road 2km from Badulla town. Perfect for a family or an office. 2 bedrooms with ceiling fans Bathroom + servants bathroom spaci...,rent,house,House Rentals,Badulla,Badulla City,,40000.0,per_month,,40000.0,2,2,25.0,2500.0,,,,,2023-03-17,2023-05-15,LK-81,false,free,,Not mentioned in ad
vaariypollen-iddmk-vikinniimtt-for-sale-kurunegala,වාරියපොළෙන් ඉඩමක් විකිණීමට,"ලගදීම වාරියපොල නගරයට නුදුරින් කුරුණෑගල පාරට සමීපයෙන්ම සංවර්ධනය වෙමින් පවතින සින්නක්කර බිම්කොටස් විකිණීමට. නිසකලංක පරිසයක,සුන්දර වෙල් යායකට මායිම්ව අගනා බිම් කොටස් විකීණීම...",sale,land,Land For Sale,Kurunegala,Kurunegala City,"LOT 109 12/12 AD3,KURUNEGALA ROAD,WARIYAPOLA.",70000.0,per_perch,1050000.0,,,,15.0,,,Residential,,,2022-12-12,2023-02-10,LK-61,true,premium,February 2017,Not mentioned in ad
house-for-sale-in-malabe-for-sale-colombo-3021,House for Sale in Malabe,"House For Sale In Malabe! Jothipala Mawatha, Malabe. Bedrooms - 04 Bathrooms - 03 10 Perches (2700 sqft) Hot water Parking for 2 vehicles 5 min to Malabe town 15 min to...",sale,house,Houses For Sale,Colombo,Kottawa,,31500000.0,total,31500000.0,,4,3,10.0,3000.0,,,,,2022-11-12,2023-01-11,LK-11,false,premium,October 2022,Not mentioned in ad
siiduuv-pdinciytt-bim-kotts-for-sale-gampaha,සීදූව - පදිංචියට බිම් කොටස්,🟣කටුනායක අධිවේගී මාර්ග පිවිසුමට නුදුරින් බිම් කොටසක් ---------------------------------- 🧬සීදුව හංදියට - 4.5 Km 🧬සීදුව දුම්රිය ස්ථානයට විනාඩි 15න් 🧬කටුනායක ගුවන් තොටු...,sale,land,Land For Sale,Gampaha,Seeduwa,සීදූව - මුතුවාඩිය,485000.0,per_perch,6668750.0,,,,13.75,,,"Residential, Other",,,2023-02-23,2023-04-24,LK-12,false,premium,February 2023,Not mentioned in ad
mhrgm-sh-kottttaav-ngrytt-vinaaddi-10-yi-for-sale-colombo,මහරගම සහ කොට්ටාව නගරයට විනාඩි 10 යි,Highly residential land for sale pannipitiya Nagaha Mawatha Land between mahagama and kottawa walking distance to 296 piliyandala kottawa bus route. Easy way access to k...,sale,land,Land For Sale,Colombo,Kottawa,Pelenwatta- Pannipitiya,7710000.0,total,7710000.0,,,,6.0,,,Residential,,,2023-03-14,2023-05-13,LK-11,true,premium,August 2022,Not mentioned in ad
house-for-rent-walgama-matara-for-rent-matara-4,House for rent walgama matara.,"This house is located in sunanda mawatha walgama matara and situated in a 1.5 km distance from the rahula junction. This house consists of 3 bedrooms, 2 bathrooms, living...",rent,house,House Rentals,Matara,Matara City,,40000.0,per_month,,40000.0,3,2,25.0,2200.0,,,,,2023-01-14,2023-03-15,LK,true,plus,December 2021,Not mentioned in ad
land-for-sale-in-homagama-for-sale-colombo-4171,Land For Sale In Homagama,50%ක් ගෙවා ඉතිරිය පොලි රහිතව මාස 24 න් ගෙවන්න ඉඩමක් අපෙන්.,sale,land,Land For Sale,Colombo,Homagama,Homagama,810000.0,per_perch,4860000.0,,,,6.0,,,Residential,,,2022-11-30,2023-01-29,LK-11,true,premium,July 2022,Not mentioned in ad
kor3030-2-storied-stand-alone-house-in-kotte-for-rent-colombo,( KOR3030) 2 Storied stand alone house in Kotte,* 2 storied stand alone house * 6 months deposite * Suitable for residential as well as commercial purpose * Road facing * One parking * Rooftop terrace * Closed to...,rent,house,House Rentals,Colombo,Kotte,Kotte,65000.0,per_month,,65000.0,2,2,7.0,1300.0,,,,,2023-03-18,2023-05-13,LK-11,true,plus,June 2016,Not mentioned in ad
khtudduv-paasl-maavtin-iddmk-vikiniimtt-for-sale-colombo,කහතුඩුව පාසල් මාවතින් ඉඩමක් විකිනීමට,කහතුඩුව අධිවේගි පිවිසුමට විනාඩි 5යි 120 බස් පාරට නුදුරින් ඉඩමක් සොයන ඔබට අගනා අවස්ථාවක් පොලි රහිතව ගෙවිමෙ හැකියාව බැංකු ණය ලබාගැනිමේ හැකියාව වැඩි විස්තර සඳහා අදම අම...,sale,land,Land For Sale,Colombo,Piliyandala,kahathuduwa,550000.0,per_perch,3850000.0,,,,7.0,,,"Commercial, Residential",,,2023-02-20,2023-04-21,LK-11,true,premium,July 2022,Not mentioned in ad
house-for-rent-in-kuruwita-rathnapura-for-sale-ratnapura,"House For Rent In Kuruwita, Rathnapura","Newly built House For Rent In Kuruwita, Rathnapura. About 500m From Colombo - Rathnapura Main Road Monthly Rental - Rs. 50000/=",rent,house,House Rentals,Ratnapura,Kuruwita,"Wathuyaya Road, Higgashena, Kuruwita.",50000.0,per_month,,50000.0,3,1,20.0,1600.0,,,,,2023-01-07,2023-03-08,LK,false,free,,Not mentioned in ad
house-for-sale-trincomalee-99,House for Sale in Trinco,call for more details,sale,house,Houses For Sale,Trincomalee,Trincomalee City,"paththe kattan, 10 kanuwa",1900000.0,total,1900000.0,,2,1,20.0,225.0,,,,,2022-11-03,2023-01-02,LK-53,false,free,,Not mentioned in ad
lands-for-sale-pugodamandawala-for-sale-colombo-1,"Lands For Sale - Pugoda,Mandawala",පූගොඩ නගරාසන්නයෙන් ඉඩමක්. ◾පූගොඩ මන්ඩාවල මාර්ගයට මුහුනලා ඇති බිම් කොටස්. මණ්ඩාවල හංදියට 500M ◾පූගොඩ නගරයට 3KM ◾දොම්පේ නගරයට 8KM ◾දෙකටන හංදියට 10KM ◾න...,sale,land,Land,Colombo,Piliyandala,"Mandawala,Pugoda",225000.0,per_perch,2812500.0,,,,12.5,,,"Residential, Other",,,2022-11-07,2023-01-06,LK-11,true,premium,August 2020,Not mentioned in ad
