listing_id,title,description,listing_type,property_type,category_original,district,location,address,price_lkr,price_basis,sale_total_price_lkr,rent_monthly_lkr,bedrooms,bathrooms,land_size_perches,house_size_sqft,property_size_sqft,land_type,property_subtype,features,posted_date,deactivation_date,geo_region,is_verified,membership_level,member_since,contact_number
se401brand-new-luxury-2-storey-house-for-sale-in-malabe-for-sale-colombo-4,(SE401)Brand New Luxury 2 Storey House for Sale in Malabe,(SE401)BRAND NEW LUXURY 2 STOREY HOUSE FOR SALE IN MALABE KAHANTOTA RD JAYANTHI MAWATHA HIGHLY RESIDENTIAL AREA Face to 30 Feet Road. = = ◼ 4 BEDROOMS WITH A/C ◼ 4...,sale,house,Houses For Sale,Colombo,Malabe,MALABE KAHANTOTA RD,42500000.0,total,42500000.0,,4,4,7.2,3250.0,,,,,2022-12-17,2023-02-15,LK-11,false,premium,November 2022,Not mentioned in ad
3-storied-building-sale-monaragala-town-wellawaya-main-rd-for-sale-monaragala,3 Storied Building Sale - Monaragala Town Wellawaya Main rd,තෙමහල් ගොඩනැගිල්ල - මොනරාගල වැල්ලවාය ප්‍රධාන පාරට මුහුණලා මොනරාගල නගරයෙන් * පර්චස් 21 * මුළු වර්ග අඩි ප්‍රමාණය 11325 පමණ වේ * ප්‍රදාන ගොඩනැගිල්ල අඩි 30 පළල පාරට මුහුණල...,sale,commercial,Commercial Properties For Sale,Monaragala,Monaragala City,Monaragala Town,95000000.0,total,95000000.0,,,,,,11325.0,,Building,,2023-01-06,2023-03-07,LK,false,premium,May 2019,Not mentioned in ad
land-for-sale-near-to-weligampitiya-for-sale-gampaha-1,Land for Sale Near to Weligampitiya,වැලිගම්පිටියට සමීප පර්චස් 6 ජල විදුලිය සමග පොලී රහිත ගෙවීම් ගනේමුල්ල බස් පාරට සමීපයෙන්,sale,land,Land For Sale,Gampaha,Ja-Ela,,3600000.0,total,3600000.0,,,,6.0,,,"Commercial, Residential, Other",,,2022-12-06,2023-02-01,LK-12,false,premium,October 2021,Not mentioned in ad
house-for-rent-in-boralesgamuwa-for-rent-colombo-1478,House for Rent in Boralesgamuwa,*දෙමහල් නිවසකි *මුලුනිවසම ටයිල් කර ඇත *වටතාප්ප දමා ඇත *වාහන 2ක් නැවැත්වීමේ පහසුකම් ඇත *වටතාප්ප දමා ඇත* අත්තිකාරම් මුදල් මාස 6ක අවශ්‍ය වේ *තැරැව් ගාස්තු මාස භාගයක අවශ්‍ය ව...,rent,house,House Rentals,Colombo,Boralesgamuwa,120road boralesgamuwa,55000.0,per_month,,55000.0,3,1,8.0,1600.0,,,,,2023-02-22,2023-04-22,LK-11,true,plus,December 2020,Not mentioned in ad
land-for-sale-in-kiriwaththuduwa-for-sale-colombo-342,Land For Sale In Kiriwaththuduwa,"කිරිවත්තුඩුවෙන් පහසු ගෙවීමේ ක්‍රමයට ඉඩමක් ගන්න.. පදිංචියටත් ආයෝජනයටත් කදිම බිම් කොටස් රැසක්.. පාසැල් , රෝහල් , බැංකු , සුපිරි වෙළඳ සැල් පෙනෙන දුරින්.. ලක්ෂ 2ක මුදලක් ග...",sale,land,Land For Sale,Colombo,Padukka,,600000.0,per_perch,3600000.0,,,,6.0,,,"Commercial, Residential, Other",,,2023-03-15,2023-05-14,LK-11,true,premium,July 2022,Not mentioned in ad
land-in-katunayake-for-sale-gampaha-881,Land in Katunayake,"කටුනායක ගුවන් තොටුපලට විනාඩි 20න්, සියල් සපිරි පුරවරයෙන් බිම් කොටස්, පොලී රහිතව ගෙවන්න. අදම අමතන්න.",sale,land,Land For Sale,Gampaha,Katunayake,ja-ela bopitiya,350000.0,per_perch,2450000.0,,,,7.0,,,Residential,,,2022-12-08,2023-02-04,LK-12,true,premium,July 2022,Not mentioned in ad
luxury-two-story-house-for-sale-piliyandala-for-sale-colombo-17,Luxury Two Story House for Sale Piliyandala,"✅ පිලියන්දල, කැස්බෑව, කහතුඩුව, බොරලැස්ගමුව යන නගරවලට නුදුරුව, මාකන්දන පිහිටි අලුත්ම අලංකාර සුඛෝපභෝගී දෙමහල් නිවස ඉක්මනින් විකිණේ... ✅ 5 miniths to Kasbawa Junction ✅ 10...",sale,house,Houses For Sale,Colombo,Piliyandala,Piliyandala..,28500000.0,total,28500000.0,,4,4,8.0,2546.0,,,,,2023-01-17,2023-03-16,LK-11,true,premium,August 2019,Not mentioned in ad
tni-mhl-alut-nivsk-vikinnee-athurugiriya-for-sale-colombo,තනි මහල් අලුත් නිවසක් විකිණේ - Athurugiriya,Brand New Single storied House Sale In Athurugiriya 6 Perches & 1250 Sq Ft 20 Ft Road 2 Km to Athurugiriya 3 Bedrooms 3 Bathrooms Kitchen With Pantry Living / Dining ar...,sale,house,Houses For Sale,Colombo,Athurugiriya,Athurugiriya,21000000.0,total,21000000.0,,3,3,6.0,1250.0,,,,,2023-03-17,2022-11-15,LK-11,true,premium,January 2021,Not mentioned in ad
mtugm-bim-kotts-for-sale-kalutara-22,මතුගම - බිම් කොටස්,🟣වැලිපැන්න අධිවේගී මාර්ග පිවිසුමට නුදුරින් බිම් කොටසක් ---------------------------------- 🧬අලුත්ගම නගරයට ( ගාලු පාරට) - විනාඩි 15 🧬අලුත්ගම මතුගම බස් පාරට 150m 🧬වැල...,sale,land,Land For Sale,Kalutara,Matugama,welipenna .මතුගම,200000.0,per_perch,2400000.0,,,,12.0,,,"Commercial, Residential, Other",,,2023-01-23,2023-03-19,LK,true,premium,November 2015,Not mentioned in ad
land-for-sale-padukka-for-sale-colombo-2272,Land for Sale Padukka,"📣 සන්වර්ධනය කර විකුණන අලුත් ඉඩම - පාදුක්ක පාදුක්ක - හොරණ ප්‍රධාන බස් පාර පෙනෙන දුරින් 🛣️පාදුක්ක නගරයට විනාඩි 10යි 🚎 ගොඩගමට විනාඩි 15යි 👍පර්චසය රු.200,000 සිට...",sale,land,Land For Sale,Colombo,Padukka,padukka udumulla,200000.0,per_perch,2000000.0,,,,10.0,,,"Commercial, Residential, Other",,,2022-12-01,2023-01-30,LK-11,false,premium,October 2022,Not mentioned in ad
valuable-plots-in-aluthgama-for-sale-kalutara,valuable plots in aluthgama,🟣වැලිපැන්න අධිවේගී මාර්ග පිවිසුමට නුදුරින් බිම් කොටසක් ---------------------------------- ---------------------------------- 🦄පිරිසිදු ඔප්පු සමගින් 🦄සියලු අනුමැතියන්...,sale,land,Land For Sale,Kalutara,Alutgama,aluthgama,180000.0,per_perch,2250000.0,,,,12.5,,,"Commercial, Residential, Other",,,2023-02-25,2023-04-26,LK,true,premium,January 2022,Not mentioned in ad
03-bedroom-fully-furnished-apartment-for-rent-in-colombo-05-a920-for-rent-colombo,03 Bedroom Fully Furnished Apartment for Rent in Colombo 05 (A920),Property Code: A920 Location: Colombo 05 Complex: Havelock City Floor: Higher View: Garden Type: Fully Furnished Bedroom: 03 Bathroom: 02 Floor Area: 1390Sq.ft Servants'...,rent,apartment,Apartment Rentals,Colombo,Colombo 5,,540000.0,per_month,,540000.0,3,2,,,1390.0,,,,2022-11-22,2023-01-21,LK-11,true,premium,January 2022,Not mentioned in ad
kdim-iddmk-pilliyndl-for-sale-colombo,කදිම ඉඩමක් පිළියන්දල,🔘 සියලු පහසුකම් සහිතයි ⛲ නළ ජල පහසුකම්. 💡තෙකලා විදුලිය. 🛣️අඩි 20-30 පුළුල් මාර්ග. 💶 ආයතනික ණය පහසුකම්. 💸පහසු ගෙවීමේ ක්‍රම. 🛣️ තාර යෙදු මාර්ග. 🏠️ කොන්ක්‍රීට් කාණු...,sale,land,Land For Sale,Colombo,Pannipitiya,piliyandala,950000.0,per_perch,6175000.0,,,,6.5,,,Residential,,,2022-12-26,2023-02-24,LK-11,true,premium,July 2022,Not mentioned in ad
luxury-house-for-sale-in-pottuvil-for-sale-ampara,Luxury House For Sale In Pottuvil,"*Luxury House for Sale in Pottuvil* Location: Vanniyar Road, Pottuvil 3 bedrooms 3( 1 attached) bathrooms 2 living halls 1 kitchen(modern pantry) Small garden with park...",sale,house,Houses For Sale,Ampara,Akkarepattu,"Vanniyar Road, Pottuvil",29000000.0,total,29000000.0,,3,3,6.0,2200.0,,,,,2022-12-02,2023-01-31,LK-52,false,free,,Not mentioned in ad
agnaa-nivsk-tlvtugoddin-for-sale-colombo,අගනා නිවසක් තලවතුගොඩින්,"🎈 අගනා නිවසක් තලවතුගොඩ කළල්ගොඩ පාරේ විර මාවතෙන් 🎈 අංග සමිපුර්ණ දෙමහල් නිවසකි. 🎈 තලවතුගොඩට, පන්නිපිටියට, හෝකන්දරට පහසුවෙන් ලගා විය හැක. 🍎 බැංකු ණය පහසුකම් ලබා ගත හ...",sale,house,Houses For Sale,Colombo,Talawatugoda,"Thalawathugoda ,kalalgoda",40000000.0,total,40000000.0,,3,3,6.9,1767.0,,,,,2022-11-06,2023-01-05,LK-11,true,premium,November 2021,Not mentioned in ad
land-for-sale-in-gampaha-for-sale-gampaha-3098,Land for sale in gampaha,ගම්පහ නගරයට විනාඩි 10යි මිනුවන්ගොඩ නගරයට විනාඩි 5යි ගම්පහ උඩුගම්පල වීදියවත්ත හoදියට ලගින් සියලු පහසුකම් සහිත අගනා නේවාසික බිම් කොටස් කිහිපයක් විකිණීමට. එකවර ගෙවීමේදී වි...,sale,land,Land For Sale,Gampaha,Gampaha City,Udugampola weediyawaththa,275000.0,per_perch,4125000.0,,,,15.0,,,"Residential, Other",,,2023-02-16,2023-04-17,LK-12,false,premium,August 2022,Not mentioned in ad
land-for-sale-in-boralugoda-for-sale-colombo-2,Land for Sale in Boralugoda,"බැංකුවේ දමා සල්ලි දිය නොකර අගනා ඉඩමක ආයෝජනය කරන්න. පොලී නැතුව ගෙවන් යන්න. නව වසරේ රටේ ඇති හොදම ආයෝජනයට ඔබත් අත තියන්න. මෙන්න. 💰ගෙවීමේ ක්‍රමය - රු .100,000.00 ගෙව...",sale,land,Land For Sale,Colombo,Moratuwa,Boralugoda,2300000.0,total,2300000.0,,,,10.0,,,"Commercial, Residential",,,2023-01-24,2023-03-25,LK-11,false,premium,December 2020,Not mentioned in ad
sundr-lunv-klpuvtt-muhunnlaa-for-sale-kalutara,සුන්දර ලුනව කලපුවට මුහුණලා,# සංවර්ධනය කෙරෙමින් පවතින. # ගාලූ පාරට මීටර් 750. # සුන්දර ලුනාව කලපුවට මුහුණලා . # සියළු පහසුකම් වලට ඇවිදින දුරින්. # ප්‍රින්ස් ඔෆ් වේල්ස් විද්‍යාලයට වීනාඩී 5න්....,sale,land,Land,Kalutara,Kalutara City,මොරටුව රාවතාවත්ත හන්දියට මීටර් 750,1350000.0,per_perch,13500000.0,,,,10.0,,,Residential,,,2022-11-04,2023-01-03,LK,false,premium,May 2021,Not mentioned in ad
2-bedroom-semi-furnished-house-for-rent-lady-mccullums-drive-for-rent-nuwara-eliya,2 Bedroom Semi-furnished House for Rent Lady McCullum's Drive,"2 Bedrooms 1 Bathroom WIth Hot water Kitchen Pantry Living Room Semi-furnished Balcony Parking Available - 1 Vehicle Walking distance to the General Hospital, Post offic...",rent,house,House Rentals,Nuwara Eliya,Nuwara Eliya City,Lady McCullum's Drive,30000.0,per_month,,30000.0,2,1,40.0,1500.0,,,,,2022-12-30,2023-02-17,LK-23,false,free,,Not mentioned in ad
pr724-valuble-house-for-sale-in-malabe-tunadahena-for-sale-colombo,(pr724 )Valuble House for Sale in Malabe Tunadahena,(PR724)VALUBLE HOUSE FOR SALE IN MALABE TUNADAHENA HIGHLY RESIDENTIAL AREA 20 feet access rd 👉 3 BEDROOMS 👉 2 BATHROOM 👉 7.5 PERCHES 👉 1100 SQFT ************...,sale,house,Houses For Sale,Colombo,Malabe,MALABE TUNADAHENA,17500000.0,total,17500000.0,,3,2,7.5,1100.0,,,,,2023-01-25,2023-03-26,LK-11,false,premium,November 2022,Not mentioned in ad
apartment-for-rent-for-sale-puttalam,Apartment for Rent Chilaw,Close to chilaw town. Chilaw new upstair apartment for rent,sale,apartment,Apartments For Sale,Puttalam,Chilaw,"61/A ,Sinhapura Road, Chilaw",30000.0,total,30000.0,,2,1,,,10.0,,,,2023-02-07,2023-04-08,LK-62,false,free,,Not mentioned in ad
land-in-kiribathgoda-makola-for-sale-gampaha-21,Land In Kiribathgoda Makola,කිරිබත්ගොඩ මාකොළ නගරය ආසන්නයෙන් හොඳම බිම් කොටස් තුනක් විකිණීමට තිබේ .... ප්‍රධාන මාර්ගයට මීටර් 400 යි ... මාකොල නගරයට කිලෝමීටර යයි කිරිබත්ගොඩ නගරයට 4.5km නල ජලය ව...,sale,land,Land For Sale,Gampaha,Kiribathgoda,,690000.0,per_perch,8280000.0,,,,12.0,,,Residential,,,2023-01-26,2023-03-27,LK-12,true,premium,March 2022,Not mentioned in ad
kaanni-mrrrrum-viittu-virrpnnnaikku-for-sale-jaffna,வீடு மற்றும் காணி விற்பனைக்கு Tellipalai,Note - வாங்குவோருடன் கூடிய நேரடி தொடர்பாடலுக்கு உள்வாங்க படும் பட்சத்தில் தரகர்கள் அனுமதிக்கபடுவார். 🥰 பலாலி விமான நிலையத்துக்கு அன்மையாக 🥰பாடசாலை மற்றும் வைத்தியசாலை...,sale,house,Houses For Sale,Jaffna,Jaffna City,Tellipalai,12500000.0,total,12500000.0,,4,3,20.0,1200.0,,,,,2023-01-25,2023-03-26,LK-41,true,free,,Not mentioned in ad
showroom-for-rent-kurunegala,Showroom for Rent Kurunegala,කැප්පිටිගල ප්‍රධාන මාර්ගයට යාබදව ඉතා මනරම් පරිසරයක පිහිටා ඇත.,rent,commercial,Commercial Property Rentals,Kurunegala,Kurunegala City,"Galapitamulla, Hindagolla, Kurunegala",15000.0,per_month,,15000.0,,,,,325.0,,Shop,,2022-11-13,2023-01-12,LK-61,false,free,,Not mentioned in ad
steel-building-for-sale-for-sale-kurunegala,Steel building - Kurunegala,Steel building for the sale with all component It can resisting your desired location as it is. column 3x6 H iron heavy rafters 4x2 box heavy Sheets 0.3 Amarno sheet...,sale,commercial,Commercial Properties For Sale,Kurunegala,Kurunegala City,Kurunegala,1150000.0,total,1150000.0,,,,,,1700.0,,Building,,2023-02-04,2023-04-05,LK-61,false,free,,Not mentioned in ad
malabe-town-land-for-sale-for-sale-colombo-2,Malabe Town - Land for Sale,"This is at Malabe Town, 02nd block from the Malabe - Athurugiriya main road. The most convenient location for all your needs and wants. Land fully covered by a parapet wa...",sale,land,Land For Sale,Colombo,Malabe,Malabe Town,3200000.0,per_perch,22400000.0,,,,7.0,,,Residential,,,2023-02-28,2023-04-29,LK-11,true,premium,July 2018,Not mentioned in ad
rooms-for-rent-for-rent-hambantota-1,Rooms for Rent - Tissamaharama,⚪5 Beds available with furnitures. ⚪There are attached bathroom rooms and more bathrooms available.,rent,room_annex,Room & Annex Rentals,Hambantota,Tissamaharama,,8500.0,per_month,,8500.0,5,3,,,,,Portion,Private entrance,2023-03-16,2023-05-15,LK-33,false,free,,Not mentioned in ad
land-plots-sale-in-kottawa-for-sale-colombo-27,Land plots sale in kottawa,කොට්ටාව නගරයෙන් බිම් කොටස් සියලුම පහසුකම් සහිතව පොලී රහිත ගෙවීම් ක්‍රම,sale,land,Land For Sale,Colombo,Kottawa,"කොට්ටාව,කිරිවත්තුඩුව",590000.0,per_perch,3540000.0,,,,6.0,,,"Commercial, Residential",,,2023-02-08,2023-04-09,LK-11,true,premium,January 2021,Not mentioned in ad
